TcvrId,TcvrLaneIdList,PimId,AccessControllerId,AccessControlType,ResetPath,ResetMask,ResetHoldHi,PresentPath,PresentMask,PresentHoldHi,IoControllerId,IoControlType,IoPath,LedId,LedBluePath,LedYellowPath
18,5 6 7 8,1,18,CPLD,/run/devmap/xcvrs/xcvr_ctrl_18/xcvr18_reset,1,0,/run/devmap/xcvrs/xcvr_ctrl_18/xcvr18_present,1,0,18,I2C,/run/devmap/xcvrs/xcvr_io_18,36,/sys/class/leds/port18_led2:blue:status,/sys/class/leds/port18_led2:yellow:status
19,1 2 3 4,1,19,CPLD,/run/devmap/xcvrs/xcvr_ctrl_19/xcvr19_reset,1,0,/run/devmap/xcvrs/xcvr_ctrl_19/xcvr19_present,1,0,19,I2C,/run/devmap/xcvrs/xcvr_io_19,37,/sys/class/leds/port19_led1:blue:status,/sys/class/leds/port19_led1:yellow:status
19,5 6 7 8,1,19,CPLD,/run/devmap/xcvrs/xcvr_ctrl_19/xcvr19_reset,1,0,/run/devmap/xcvrs/xcvr_ctrl_19/xcvr19_present,1,0,19,I2C,/run/devmap/xcvrs/xcvr_io_19,38,/sys/class/leds/port19_led2:blue:status,/sys/class/leds/port19_led2:yellow:status
20,1 2 3 4,1,20,CPLD,/run/devmap/xcvrs/xcvr_ctrl_20/xcvr20_reset,1,0,/run/devmap/xcvrs/xcvr_ctrl_20/xcvr20_present,1,0,20,I2C,/run/devmap/xcvrs/xcvr_io_20,39,/sys/class/leds/port20_led1:blue:status,/sys/class/leds/port20_led1:yellow:status
20,5 6 7 8,1,20,CPLD,/run/devmap/xcvrs/xcvr_ctrl_20/xcvr20_reset,1,0,/run/devmap/xcvrs/xcvr_ctrl_20/xcvr20_present,1,0,20,I2C,/run/devmap/xcvrs/xcvr_io_20,40,/sys/class/leds/port20_led2:blue:status,/sys/class/leds/port20_led2:yellow:status
21,1 2 3 4,1,21,CPLD,/run/devmap/xcvrs/xcvr_ctrl_21/xcvr21_reset,1,0,/run/devmap/xcvrs/xcvr_ctrl_21/xcvr21_present,1,0,21,I2C,/run/devmap/xcvrs/xcvr_io_21,41,/sys/class/leds/port21_led1:blue:status,/sys/class/leds/port21_led1:yellow:status
21,5 6 7 8,1,21,CPLD,/run/devmap/xcvrs/xcvr_ctrl_21/xcvr21_reset,1,0,/run/devmap/xcvrs/xcvr_ctrl_21/xcvr21_present,1,0,21,I2C,/run/devmap/xcvrs/xcvr_io_21,42,/sys/class/leds/port21_led2:blue:status,/sys/class/leds/port21_led2:yellow:status
22,1 2 3 4,1,22,CPLD,/run/devmap/xcvrs/xcvr_ctrl_22/xcvr22_reset,1,0,/run/devmap/xcvrs/xcvr_ctrl_22/xcvr22_present,1,0,22,I2C,/run/devmap/xcvrs/xcvr_io_22,43,/sys/class/leds/port22_led1:blue:status,/sys/class/leds/port22_led1:yellow:status
22,5 6 7 8,1,22,CPLD,/run/devmap/xcvrs/xcvr_ctrl_22/xcvr22_reset,1,0,/run/devmap/xcvrs/xcvr_ctrl_22/xcvr22_present,1,0,22,I2C,/run/devmap/xcvrs/xcvr_io_22,44,/sys/class/leds/port22_led2:blue:status,/sys/class/leds/port22_led2:yellow:status
23,1 2 3 4,1,23,CPLD,/run/devmap/xcvrs/xcvr_ctrl_23/xcvr23_reset,1,0,/run/devmap/xcvrs/xcvr_ctrl_23/xcvr23_present,1,0,23,I2C,/run/devmap/xcvrs/xcvr_io_23,45,/sys/class/leds/port23_led1:blue:status,/sys/class/leds/port23_led1:yellow:status
23,5 6 7 8,1,23,CPLD,/run/devmap/xcvrs/xcvr_ctrl_23/xcvr23_reset,1,0,/run/devmap/xcvrs/xcvr_ctrl_23/xcvr23_present,1,0,23,I2C,/run/devmap/xcvrs/xcvr_io_23,46,/sys/class/leds/port23_led2:blue:status,/sys/class/leds/port23_led2:yellow:status
24,1 2 3 4,1,24,CPLD,/run/devmap/xcvrs/xcvr_ctrl_24/xcvr24_reset,1,0,/run/devmap/xcvrs/xcvr_ctrl_24/xcvr24_present,1,0,24,I2C,/run/devmap/xcvrs/xcvr_io_24,47,/sys/class/leds/port24_led1:blue:status,/sys/class/leds/port24_led1:yellow:status
24,5 6 7 8,1,24,CPLD,/run/devmap/xcvrs/xcvr_ctrl_24/xcvr24_reset,1,0,/run/devmap/xcvrs/xcvr_ctrl_24/xcvr24_present,1,0,24,I2C,/run/devmap/xcvrs/xcvr_io_24,48,/sys/class/leds/port24_led2:blue:status,/sys/class/leds/port24_led2:yellow:status
25,1 2 3 4,1,25,CPLD,/run/devmap/xcvrs/xcvr_ctrl_25/xcvr25_reset,1,0,/run/devmap/xcvrs/xcvr_ctrl_25/xcvr25_present,1,0,25,I2C,/run/devmap/xcvrs/xcvr_io_25,49,/sys/class/leds/port25_led1:blue:status,/sys/class/leds/port25_led1:yellow:status
25,5 6 7 8,1,25,CPLD,/run/devmap/xcvrs/xcvr_ctrl_25/xcvr25_reset,1,0,/run/devmap/xcvrs/xcvr_ctrl_25/xcvr25_present,1,0,25,I2C,/run/devmap/xcvrs/xcvr_io_25,50,/sys/class/leds/port25_led2:blue:status,/sys/class/leds/port25_led2:yellow:status
26,1 2 3 4,1,26,CPLD,/run/devmap/xcvrs/xcvr_ctrl_26/xcvr26_reset,1,0,/run/devmap/xcvrs/xcvr_ctrl_26/xcvr26_present,1,0,26,I2C,/run/devmap/xcvrs/xcvr_io_26,51,/sys/class/leds/port26_led1:blue:status,/sys/class/leds/port26_led1:yellow:status
26,5 6 7 8,1,26,CPLD,/run/devmap/xcvrs/xcvr_ctrl_26/xcvr26_reset,1,0,/run/devmap/xcvrs/xcvr_ctrl_26/xcvr26_present,1,0,26,I2C,/run/devmap/xcvrs/xcvr_io_26,52,/sys/class/leds/port26_led2:blue:status,/sys/class/leds/port26_led2:yellow:status
27,1 2 3 4,1,27,CPLD,/run/devmap/xcvrs/xcvr_ctrl_27/xcvr27_reset,1,0,/run/devmap/xcvrs/xcvr_ctrl_27/xcvr27_present,1,0,27,I2C,/run/devmap/xcvrs/xcvr_io_27,53,/sys/class/leds/port27_led1:blue:status,/sys/class/leds/port27_led1:yellow:status
27,5 6 7 8,1,27,CPLD,/run/devmap/xcvrs/xcvr_ctrl_27/xcvr27_reset,1,0,/run/devmap/xcvrs/xcvr_ctrl_27/xcvr27_present,1,0,27,I2C,/run/devmap/xcvrs/xcvr_io_27,54,/sys/class/leds/port27_led2:blue:status,/sys/class/leds/port27_led2:yellow:status
28,1 2 3 4,1,28,CPLD,/run/devmap/xcvrs/xcvr_ctrl_28/xcvr28_reset,1,0,/run/devmap/xcvrs/xcvr_ctrl_28/xcvr28_present,1,0,28,I2C,/run/devmap/xcvrs/xcvr_io_28,55,/sys/class/leds/port28_led1:blue:status,/sys/class/leds/port28_led1:yellow:status
28,5 6 7 8,1,28,CPLD,/run/devmap/xcvrs/xcvr_ctrl_28/xcvr28_reset,1,0,/run/devmap/xcvrs/xcvr_ctrl_28/xcvr28_present,1,0,28,I2C,/run/devmap/xcvrs/xcvr_io_28,56,/sys/class/leds/port28_led2:blue:status,/sys/class/leds/port28_led2:yellow:status
29,1 2 3 4,1,29,CPLD,/run/devmap/xcvrs/xcvr_ctrl_29/xcvr29_reset,1,0,/run/devmap/xcvrs/xcvr_ctrl_29/xcvr29_present,1,0,29,I2C,/run/devmap/xcvrs/xcvr_io_29,57,/sys/class/leds/port29_led1:blue:status,/sys/class/leds/port29_led1:yellow:status
29,5 6 7 8,1,29,CPLD,/run/devmap/xcvrs/xcvr_ctrl_29/xcvr29_reset,1,0,/run/devmap/xcvrs/xcvr_ctrl_29/xcvr29_present,1,0,29,I2C,/run/devmap/xcvrs/xcvr_io_29,58,/sys/class/leds/port29_led2:blue:status,/sys/class/leds/port29_led2:yellow:status
30,1 2 3 4,1,30,CPLD,/run/devmap/xcvrs/xcvr_ctrl_30/xcvr30_reset,1,0,/run/devmap/xcvrs/xcvr_ctrl_30/xcvr30_present,1,0,30,I2C,/run/devmap/xcvrs/xcvr_io_30,59,/sys/class/leds/port30_led1:blue:status,/sys/class/leds/port30_led1:yellow:status
30,5 6 7 8,1,30,CPLD,/run/devmap/xcvrs/xcvr_ctrl_30/xcvr30_reset,1,0,/run/devmap/xcvrs/xcvr_ctrl_30/xcvr30_present,1,0,30,I2C,/run/devmap/xcvrs/xcvr_io_30,60,/sys/class/leds/port30_led2:blue:status,/sys/class/leds/port30_led2:yellow:status
31,1 2 3 4,1,31,CPLD,/run/devmap/xcvrs/xcvr_ctrl_31/xcvr31_reset,1,0,/run/devmap/xcvrs/xcvr_ctrl_31/xcvr31_present,1,0,31,I2C,/run/devmap/xcvrs/xcvr_io_31,61,/sys/class/leds/port31_led1:blue:status,/sys/class/leds/port31_led1:yellow:status
31,5 6 7 8,1,31,CPLD,/run/devmap/xcvrs/xcvr_ctrl_31/xcvr31_reset,1,0,/run/devmap/xcvrs/xcvr_ctrl_31/xcvr31_present,1,0,31,I2C,/run/devmap/xcvrs/xcvr_io_31,62,/sys/class/leds/port31_led2:blue:status,/sys/class/leds/port31_led2:yellow:status
32,1 2 3 4,1,32,CPLD,/run/devmap/xcvrs/xcvr_ctrl_32/xcvr32_reset,1,0,/run/devmap/xcvrs/xcvr_ctrl_32/xcvr32_present,1,0,32,I2C,/run/devmap/xcvrs/xcvr_io_32,63,/sys/class/leds/port32_led1:blue:status,/sys/class/leds/port32_led1:yellow:status
32,5 6 7 8,1,32,CPLD,/run/devmap/xcvrs/xcvr_ctrl_32/xcvr32_reset,1,0,/run/devmap/xcvrs/xcvr_ctrl_32/xcvr32_present,1,0,32,I2C,/run/devmap/xcvrs/xcvr_io_32,64,/sys/class/leds/port32_led2:blue:status,/sys/class/leds/port32_led2:yellow:status
33,1 2 3 4,1,33,CPLD,/run/devmap/xcvrs/xcvr_ctrl_33/xcvr33_reset,1,0,/run/devmap/xcvrs/xcvr_ctrl_33/xcvr33_present,1,0,33,I2C,/run/devmap/xcvrs/xcvr_io_33,65,/sys/class/leds/port33_led1:blue:status,/sys/class/leds/port33_led1:yellow:status
33,5 6 7 8,1,33,CPLD,/run/devmap/xcvrs/xcvr_ctrl_33/xcvr33_reset,1,0,/run/devmap/xcvrs/xcvr_ctrl_33/xcvr33_present,1,0,33,I2C,/run/devmap/xcvrs/xcvr_io_33,66,/sys/class/leds/port33_led2:blue:status,/sys/class/leds/port33_led2:yellow:status
34,1 2 3 4,1,34,CPLD,/run/devmap/xcvrs/xcvr_ctrl_34/xcvr34_reset,1,0,/run/devmap/xcvrs/xcvr_ctrl_34/xcvr34_present,1,0,34,I2C,/run/devmap/xcvrs/xcvr_io_34,67,/sys/class/leds/port34_led1:blue:status,/sys/class/leds/port34_led1:yellow:status
34,5 6 7 8,1,34,CPLD,/run/devmap/xcvrs/xcvr_ctrl_34/xcvr34_reset,1,0,/run/devmap/xcvrs/xcvr_ctrl_34/xcvr34_present,1,0,34,I2C,/run/devmap/xcvrs/xcvr_io_34,68,/sys/class/leds/port34_led2:blue:status,/sys/class/leds/port34_led2:yellow:status
35,1 2 3 4,1,35,CPLD,/run/devmap/xcvrs/xcvr_ctrl_35/xcvr35_reset,1,0,/run/devmap/xcvrs/xcvr_ctrl_35/xcvr35_present,1,0,35,I2C,/run/devmap/xcvrs/xcvr_io_35,69,/sys/class/leds/port35_led1:blue:status,/sys/class/leds/port35_led1:yellow:status
35,5 6 7 8,1,35,CPLD,/run/devmap/xcvrs/xcvr_ctrl_35/xcvr35_reset,1,0,/run/devmap/xcvrs/xcvr_ctrl_35/xcvr35_present,1,0,35,I2C,/run/devmap/xcvrs/xcvr_io_35,70,/sys/class/leds/port35_led2:blue:status,/sys/class/leds/port35_led2:yellow:status
36,1 2 3 4,1,36,CPLD,/run/devmap/xcvrs/xcvr_ctrl_36/xcvr36_reset,1,0,/run/devmap/xcvrs/xcvr_ctrl_36/xcvr36_present,1,0,36,I2C,/run/devmap/xcvrs/xcvr_io_36,71,/sys/class/leds/port36_led1:blue:status,/sys/class/leds/port36_led1:yellow:status
36,5 6 7 8,1,36,CPLD,/run/devmap/xcvrs/xcvr_ctrl_36/xcvr36_reset,1,0,/run/devmap/xcvrs/xcvr_ctrl_36/xcvr36_present,1,0,36,I2C,/run/devmap/xcvrs/xcvr_io_36,72,/sys/class/leds/port36_led2:blue:status,/sys/class/leds/port36_led2:yellow:status
37,1 2 3 4,1,37,CPLD,/run/devmap/xcvrs/xcvr_ctrl_37/xcvr37_reset,1,0,/run/devmap/xcvrs/xcvr_ctrl_37/xcvr37_present,1,0,37,I2C,/run/devmap/xcvrs/xcvr_io_37,73,/sys/class/leds/port37_led1:blue:status,/sys/class/leds/port37_led1:yellow:status
37,5 6 7 8,1,37,CPLD,/run/devmap/xcvrs/xcvr_ctrl_37/xcvr37_reset,1,0,/run/devmap/xcvrs/xcvr_ctrl_37/xcvr37_present,1,0,37,I2C,/run/devmap/xcvrs/xcvr_io_37,74,/sys/class/leds/port37_led2:blue:status,/sys/class/leds/port37_led2:yellow:status
38,1 2 3 4,1,38,CPLD,/run/devmap/xcvrs/xcvr_ctrl_38/xcvr38_reset,1,0,/run/devmap/xcvrs/xcvr_ctrl_38/xcvr38_present,1,0,38,I2C,/run/devmap/xcvrs/xcvr_io_38,75,/sys/class/leds/port38_led1:blue:status,/sys/class/leds/port38_led1:yellow:status
38,5 6 7 8,1,38,CPLD,/run/devmap/xcvrs/xcvr_ctrl_38/xcvr38_reset,1,0,/run/devmap/xcvrs/xcvr_ctrl_38/xcvr38_present,1,0,38,I2C,/run/devmap/xcvrs/xcvr_io_38,76,/sys/class/leds/port38_led2:blue:status,/sys/class/leds/port38_led2:yellow:status
39,1,1,39,CPLD,/run/devmap/xcvrs/xcvr_ctrl_39/xcvr39_reset,1,0,/run/devmap/xcvrs/xcvr_ctrl_39/xcvr39_present,1,0,39,I2C,/run/devmap/xcvrs/xcvr_io_39,77,/sys/class/leds/port39_led1:blue:status,/sys/class/leds/port39_led1:yellow:status
39,2,1,39,CPLD,/run/devmap/xcvrs/xcvr_ctrl_39/xcvr39_reset,1,0,/run/devmap/xcvrs/xcvr_ctrl_39/xcvr39_present,1,0,39,I2C,/run/devmap/xcvrs/xcvr_io_39,78,/sys/class/leds/port39_led2:blue:status,/sys/class/leds/port39_led2:yellow:status
39,3,1,39,CPLD,/run/devmap/xcvrs/xcvr_ctrl_39/xcvr39_reset,1,0,/run/devmap/xcvrs/xcvr_ctrl_39/xcvr39_present,1,0,39,I2C,/run/devmap/xcvrs/xcvr_io_39,79,/sys/class/leds/port39_led3:blue:status,/sys/class/leds/port39_led3:yellow:status
39,4,1,39,CPLD,/run/devmap/xcvrs/xcvr_ctrl_39/xcvr39_reset,1,0,/run/devmap/xcvrs/xcvr_ctrl_39/xcvr39_present,1,0,39,I2C,/run/devmap/xcvrs/xcvr_io_39,80,/sys/class/leds/port39_led4:blue:status,/sys/class/leds/port39_led4:yellow:status
