TcvrId,TcvrLaneIdList,PimId,AccessControllerId,AccessControlType,ResetPath,ResetMask,ResetHoldHi,PresentPath,PresentMask,PresentHoldHi,IoControllerId,IoControlType,IoPath,LedId,LedBluePath,LedYellowPath
12,,1,accessController-12,CPLD,/sys/bus/i2c/devices/2-0032/cpld_qsfpdd_port_config_11,1,0,/sys/bus/i2c/devices/2-0032/cpld_qsfpdd_port_status_11,2,0,ioController-12,I2C,/dev/i2c-32,,,,
13,,1,accessController-13,CPLD,/sys/bus/i2c/devices/2-0033/cpld_qsfpdd_port_config_0,1,0,/sys/bus/i2c/devices/2-0033/cpld_qsfpdd_port_status_0,2,0,ioController-13,I2C,/dev/i2c-33,,,,
14,,1,accessController-14,CPLD,/sys/bus/i2c/devices/2-0033/cpld_qsfpdd_port_config_1,1,0,/sys/bus/i2c/devices/2-0033/cpld_qsfpdd_port_status_1,2,0,ioController-14,I2C,/dev/i2c-34,,,,
15,,1,accessController-15,CPLD,/sys/bus/i2c/devices/2-0033/cpld_qsfpdd_port_config_2,1,0,/sys/bus/i2c/devices/2-0033/cpld_qsfpdd_port_status_2,2,0,ioController-15,I2C,/dev/i2c-35,,,,
16,,1,accessController-16,CPLD,/sys/bus/i2c/devices/2-0033/cpld_qsfpdd_port_config_3,1,0,/sys/bus/i2c/devices/2-0033/cpld_qsfpdd_port_status_3,2,0,ioController-16,I2C,/dev/i2c-36,,,,
17,,1,accessController-17,CPLD,/sys/bus/i2c/devices/2-0033/cpld_qsfpdd_port_config_4,1,0,/sys/bus/i2c/devices/2-0033/cpld_qsfpdd_port_status_4,2,0,ioController-17,I2C,/dev/i2c-37,,,,
18,,1,accessController-18,CPLD,/sys/bus/i2c/devices/2-0033/cpld_qsfpdd_port_config_5,1,0,/sys/bus/i2c/devices/2-0033/cpld_qsfpdd_port_status_5,2,0,ioController-18,I2C,/dev/i2c-38,,,,
19,,1,accessController-19,CPLD,/sys/bus/i2c/devices/2-0033/cpld_qsfpdd_port_config_6,1,0,/sys/bus/i2c/devices/2-0033/cpld_qsfpdd_port_status_6,2,0,ioController-19,I2C,/dev/i2c-39,,,,
20,,1,accessController-20,CPLD,/sys/bus/i2c/devices/2-0033/cpld_qsfpdd_port_config_7,1,0,/sys/bus/i2c/devices/2-0033/cpld_qsfpdd_port_status_7,2,0,ioController-20,I2C,/dev/i2c-40,,,,
21,,1,accessController-21,CPLD,/sys/bus/i2c/devices/2-0033/cpld_qsfpdd_port_config_8,1,0,/sys/bus/i2c/devices/2-0033/cpld_qsfpdd_port_status_8,2,0,ioController-21,I2C,/dev/i2c-41,,,,
22,,1,accessController-22,CPLD,/sys/bus/i2c/devices/2-0033/cpld_qsfpdd_port_config_9,1,0,/sys/bus/i2c/devices/2-0033/cpld_qsfpdd_port_status_9,2,0,ioController-22,I2C,/dev/i2c-42,,,,
23,,1,accessController-23,CPLD,/sys/bus/i2c/devices/2-0033/cpld_qsfpdd_port_config_10,1,0,/sys/bus/i2c/devices/2-0033/cpld_qsfpdd_port_status_10,2,0,ioController-23,I2C,/dev/i2c-43,,,,
24,,1,accessController-24,CPLD,/sys/bus/i2c/devices/2-0033/cpld_qsfpdd_port_config_11,1,0,/sys/bus/i2c/devices/2-0033/cpld_qsfpdd_port_status_11,2,0,ioController-24,I2C,/dev/i2c-44,,,,
25,,1,accessController-25,CPLD,/sys/bus/i2c/devices/2-0030/cpld_qsfpdd_port_config_0,1,0,/sys/bus/i2c/devices/2-0030/cpld_qsfpdd_port_status_0,2,0,ioController-25,I2C,/dev/i2c-45,,,,
26,,1,accessController-26,CPLD,/sys/bus/i2c/devices/2-0030/cpld_qsfpdd_port_config_1,1,0,/sys/bus/i2c/devices/2-0030/cpld_qsfpdd_port_status_1,2,0,ioController-26,I2C,/dev/i2c-46,,,,
27,,1,accessController-27,CPLD,/sys/bus/i2c/devices/2-0030/cpld_qsfpdd_port_config_2,1,0,/sys/bus/i2c/devices/2-0030/cpld_qsfpdd_port_status_2,2,0,ioController-27,I2C,/dev/i2c-47,,,,
28,,1,accessController-28,CPLD,/sys/bus/i2c/devices/2-0030/cpld_qsfpdd_port_config_3,1,0,/sys/bus/i2c/devices/2-0030/cpld_qsfpdd_port_status_3,2,0,ioController-28,I2C,/dev/i2c-48,,,,
29,,1,accessController-29,CPLD,/sys/bus/i2c/devices/2-0030/cpld_qsfpdd_port_config_4,1,0,/sys/bus/i2c/devices/2-0030/cpld_qsfpdd_port_status_4,2,0,ioController-29,I2C,/dev/i2c-49,,,,
30,,1,accessController-30,CPLD,/sys/bus/i2c/devices/2-0030/cpld_qsfpdd_port_config_5,1,0,/sys/bus/i2c/devices/2-0030/cpld_qsfpdd_port_status_5,2,0,ioController-30,I2C,/dev/i2c-50,,,,
31,,1,accessController-31,CPLD,/sys/bus/i2c/devices/2-0030/cpld_qsfpdd_port_config_6,1,0,/sys/bus/i2c/devices/2-0030/cpld_qsfpdd_port_status_6,2,0,ioController-31,I2C,/dev/i2c-51,,,,
32,,1,accessController-32,CPLD,/sys/bus/i2c/devices/2-0030/cpld_qsfpdd_port_config_7,1,0,/sys/bus/i2c/devices/2-0030/cpld_qsfpdd_port_status_7,2,0,ioController-32,I2C,/dev/i2c-52,,,,
33,,1,accessController-33,CPLD,/sys/bus/i2c/devices/2-0030/cpld_qsfpdd_port_config_8,1,0,/sys/bus/i2c/devices/2-0030/cpld_qsfpdd_port_status_8,2,0,ioController-33,I2C,/dev/i2c-53,,,,
34,,1,accessController-34,CPLD,/sys/bus/i2c/devices/2-0030/cpld_qsfpdd_port_config_9,1,0,/sys/bus/i2c/devices/2-0030/cpld_qsfpdd_port_status_9,2,0,ioController-34,I2C,/dev/i2c-54,,,,
35,,1,accessController-35,CPLD,/sys/bus/i2c/devices/2-0030/cpld_qsfpdd_port_config_10,1,0,/sys/bus/i2c/devices/2-0030/cpld_qsfpdd_port_status_10,2,0,ioController-35,I2C,/dev/i2c-55,,,,
36,,1,accessController-36,CPLD,/sys/bus/i2c/devices/2-0030/cpld_qsfpdd_port_config_11,1,0,/sys/bus/i2c/devices/2-0030/cpld_qsfpdd_port_status_11,2,0,ioController-36,I2C,/dev/i2c-56,,,,
37,,1,accessController-37,CPLD,/sys/bus/i2c/devices/2-0031/cpld_qsfpdd_port_config_0,1,0,/sys/bus/i2c/devices/2-0031/cpld_qsfpdd_port_status_0,2,0,ioController-37,I2C,/dev/i2c-57,,,,
38,,1,accessController-38,CPLD,/sys/bus/i2c/devices/2-0031/cpld_qsfpdd_port_config_1,1,0,/sys/bus/i2c/devices/2-0031/cpld_qsfpdd_port_status_1,2,0,ioController-38,I2C,/dev/i2c-58,,,,
39,,1,accessController-39,CPLD,/sys/bus/i2c/devices/2-0031/cpld_qsfpdd_port_config_2,1,0,/sys/bus/i2c/devices/2-0031/cpld_qsfpdd_port_status_2,2,0,ioController-39,I2C,/dev/i2c-59,,,,
40,,1,accessController-40,CPLD,/sys/bus/i2c/devices/2-0031/cpld_qsfpdd_port_config_3,1,0,/sys/bus/i2c/devices/2-0031/cpld_qsfpdd_port_status_3,2,0,ioController-40,I2C,/dev/i2c-60,,,,
41,,1,accessController-41,CPLD,/sys/bus/i2c/devices/2-0031/cpld_qsfpdd_port_config_4,1,0,/sys/bus/i2c/devices/2-0031/cpld_qsfpdd_port_status_4,2,0,ioController-41,I2C,/dev/i2c-61,,,,
42,,1,accessController-42,CPLD,/sys/bus/i2c/devices/2-0031/cpld_qsfpdd_port_config_5,1,0,/sys/bus/i2c/devices/2-0031/cpld_qsfpdd_port_status_5,2,0,ioController-42,I2C,/dev/i2c-62,,,,
43,,1,accessController-43,CPLD,/sys/bus/i2c/devices/2-0031/cpld_qsfpdd_port_config_6,1,0,/sys/bus/i2c/devices/2-0031/cpld_qsfpdd_port_status_6,2,0,ioController-43,I2C,/dev/i2c-63,,,,
44,,1,accessController-44,CPLD,/sys/bus/i2c/devices/2-0031/cpld_qsfpdd_port_config_7,1,0,/sys/bus/i2c/devices/2-0031/cpld_qsfpdd_port_status_7,2,0,ioController-44,I2C,/dev/i2c-64,,,,
45,,1,accessController-45,CPLD,/sys/bus/i2c/devices/2-0031/cpld_qsfpdd_port_config_8,1,0,/sys/bus/i2c/devices/2-0031/cpld_qsfpdd_port_status_8,2,0,ioController-45,I2C,/dev/i2c-65,,,,
46,,1,accessController-46,CPLD,/sys/bus/i2c/devices/2-0031/cpld_qsfpdd_port_config_9,1,0,/sys/bus/i2c/devices/2-0031/cpld_qsfpdd_port_status_9,2,0,ioController-46,I2C,/dev/i2c-66,,,,
47,,1,accessController-47,CPLD,/sys/bus/i2c/devices/2-0031/cpld_qsfpdd_port_config_10,1,0,/sys/bus/i2c/devices/2-0031/cpld_qsfpdd_port_status_10,2,0,ioController-47,I2C,/dev/i2c-67,,,,
48,,1,accessController-48,CPLD,/sys/bus/i2c/devices/2-0031/cpld_qsfpdd_port_config_11,1,0,/sys/bus/i2c/devices/2-0031/cpld_qsfpdd_port_status_11,2,0,ioController-48,I2C,/dev/i2c-68,,,,
