TcvrId,TcvrLaneIdList,PimId,AccessControllerId,AccessControlType,ResetPath,ResetMask,ResetHoldHi,PresentPath,PresentMask,PresentHoldHi,IoControllerId,IoControlType,IoPath,LedId,LedBluePath,LedYellowPath
18,,1,accessController-18,CPLD,/sys/bus/i2c/devices/1-0031/cpld_qsfpdd_reset_2,2,0,/sys/bus/i2c/devices/1-0031/cpld_qsfpdd_intr_present_2,2,0,ioController-18,I2C,/dev/i2c-90,,,,
19,,1,accessController-19,CPLD,/sys/bus/i2c/devices/1-0032/cpld_qsfpdd_reset_0,1,0,/sys/bus/i2c/devices/1-0032/cpld_qsfpdd_intr_present_0,1,0,ioController-19,I2C,/dev/i2c-91,,,,
20,,1,accessController-20,CPLD,/sys/bus/i2c/devices/1-0032/cpld_qsfpdd_reset_0,2,0,/sys/bus/i2c/devices/1-0032/cpld_qsfpdd_intr_present_0,2,0,ioController-20,I2C,/dev/i2c-92,,,,
21,,1,accessController-21,CPLD,/sys/bus/i2c/devices/1-0032/cpld_qsfpdd_reset_0,4,0,/sys/bus/i2c/devices/1-0032/cpld_qsfpdd_intr_present_0,4,0,ioController-21,I2C,/dev/i2c-93,,,,
22,,1,accessController-22,CPLD,/sys/bus/i2c/devices/1-0032/cpld_qsfpdd_reset_0,8,0,/sys/bus/i2c/devices/1-0032/cpld_qsfpdd_intr_present_0,8,0,ioController-22,I2C,/dev/i2c-94,,,,
23,,1,accessController-23,CPLD,/sys/bus/i2c/devices/1-0032/cpld_qsfpdd_reset_0,16,0,/sys/bus/i2c/devices/1-0032/cpld_qsfpdd_intr_present_0,16,0,ioController-23,I2C,/dev/i2c-95,,,,
24,,1,accessController-24,CPLD,/sys/bus/i2c/devices/1-0032/cpld_qsfpdd_reset_0,32,0,/sys/bus/i2c/devices/1-0032/cpld_qsfpdd_intr_present_0,32,0,ioController-24,I2C,/dev/i2c-96,,,,
25,,1,accessController-25,CPLD,/sys/bus/i2c/devices/1-0032/cpld_qsfpdd_reset_0,64,0,/sys/bus/i2c/devices/1-0032/cpld_qsfpdd_intr_present_0,64,0,ioController-25,I2C,/dev/i2c-97,,,,
26,,1,accessController-26,CPLD,/sys/bus/i2c/devices/1-0032/cpld_qsfpdd_reset_0,128,0,/sys/bus/i2c/devices/1-0032/cpld_qsfpdd_intr_present_0,128,0,ioController-26,I2C,/dev/i2c-98,,,,
27,,1,accessController-27,CPLD,/sys/bus/i2c/devices/1-0032/cpld_qsfpdd_reset_1,1,0,/sys/bus/i2c/devices/1-0032/cpld_qsfpdd_intr_present_1,1,0,ioController-27,I2C,/dev/i2c-99,,,,
28,,1,accessController-28,CPLD,/sys/bus/i2c/devices/1-0032/cpld_qsfpdd_reset_1,2,0,/sys/bus/i2c/devices/1-0032/cpld_qsfpdd_intr_present_1,2,0,ioController-28,I2C,/dev/i2c-100,,,,
29,,1,accessController-29,CPLD,/sys/bus/i2c/devices/1-0032/cpld_qsfpdd_reset_1,4,0,/sys/bus/i2c/devices/1-0032/cpld_qsfpdd_intr_present_1,4,0,ioController-29,I2C,/dev/i2c-101,,,,
30,,1,accessController-30,CPLD,/sys/bus/i2c/devices/1-0032/cpld_qsfpdd_reset_1,8,0,/sys/bus/i2c/devices/1-0032/cpld_qsfpdd_intr_present_1,8,0,ioController-30,I2C,/dev/i2c-102,,,,
31,,1,accessController-31,CPLD,/sys/bus/i2c/devices/1-0032/cpld_qsfpdd_reset_1,16,0,/sys/bus/i2c/devices/1-0032/cpld_qsfpdd_intr_present_1,16,0,ioController-31,I2C,/dev/i2c-103,,,,
32,,1,accessController-32,CPLD,/sys/bus/i2c/devices/1-0032/cpld_qsfpdd_reset_1,32,0,/sys/bus/i2c/devices/1-0032/cpld_qsfpdd_intr_present_1,32,0,ioController-32,I2C,/dev/i2c-104,,,,
33,,1,accessController-33,CPLD,/sys/bus/i2c/devices/1-0032/cpld_qsfpdd_reset_1,64,0,/sys/bus/i2c/devices/1-0032/cpld_qsfpdd_intr_present_1,64,0,ioController-33,I2C,/dev/i2c-105,,,,
34,,1,accessController-34,CPLD,/sys/bus/i2c/devices/1-0032/cpld_qsfpdd_reset_1,128,0,/sys/bus/i2c/devices/1-0032/cpld_qsfpdd_intr_present_1,128,0,ioController-34,I2C,/dev/i2c-106,,,,
35,,1,accessController-35,CPLD,/sys/bus/i2c/devices/1-0032/cpld_qsfpdd_reset_2,1,0,/sys/bus/i2c/devices/1-0032/cpld_qsfpdd_intr_present_2,1,0,ioController-35,I2C,/dev/i2c-107,,,,
36,,1,accessController-36,CPLD,/sys/bus/i2c/devices/1-0032/cpld_qsfpdd_reset_2,2,0,/sys/bus/i2c/devices/1-0032/cpld_qsfpdd_intr_present_2,2,0,ioController-36,I2C,/dev/i2c-108,,,,
37,,1,accessController-37,CPLD,/sys/bus/i2c/devices/30-0033/cpld_qsfpdd_reset_0,1,0,/sys/bus/i2c/devices/30-0033/cpld_qsfpdd_intr_present_0,1,0,ioController-37,I2C,/dev/i2c-33,,,,
38,,1,accessController-38,CPLD,/sys/bus/i2c/devices/30-0033/cpld_qsfpdd_reset_0,2,0,/sys/bus/i2c/devices/30-0033/cpld_qsfpdd_intr_present_0,2,0,ioController-38,I2C,/dev/i2c-34,,,,
39,,1,accessController-39,CPLD,/sys/bus/i2c/devices/30-0033/cpld_qsfpdd_reset_0,4,0,/sys/bus/i2c/devices/30-0033/cpld_qsfpdd_intr_present_0,4,0,ioController-39,I2C,/dev/i2c-35,,,,
40,,1,accessController-40,CPLD,/sys/bus/i2c/devices/30-0033/cpld_qsfpdd_reset_0,8,0,/sys/bus/i2c/devices/30-0033/cpld_qsfpdd_intr_present_0,8,0,ioController-40,I2C,/dev/i2c-36,,,,
41,,1,accessController-41,CPLD,/sys/bus/i2c/devices/30-0033/cpld_qsfpdd_reset_0,16,0,/sys/bus/i2c/devices/30-0033/cpld_qsfpdd_intr_present_0,16,0,ioController-41,I2C,/dev/i2c-37,,,,
42,,1,accessController-42,CPLD,/sys/bus/i2c/devices/30-0033/cpld_qsfpdd_reset_0,32,0,/sys/bus/i2c/devices/30-0033/cpld_qsfpdd_intr_present_0,32,0,ioController-42,I2C,/dev/i2c-38,,,,
43,,1,accessController-43,CPLD,/sys/bus/i2c/devices/30-0033/cpld_qsfpdd_reset_0,64,0,/sys/bus/i2c/devices/30-0033/cpld_qsfpdd_intr_present_0,64,0,ioController-43,I2C,/dev/i2c-39,,,,
44,,1,accessController-44,CPLD,/sys/bus/i2c/devices/30-0033/cpld_qsfpdd_reset_0,128,0,/sys/bus/i2c/devices/30-0033/cpld_qsfpdd_intr_present_0,128,0,ioController-44,I2C,/dev/i2c-40,,,,
45,,1,accessController-45,CPLD,/sys/bus/i2c/devices/30-0033/cpld_qsfpdd_reset_1,1,0,/sys/bus/i2c/devices/30-0033/cpld_qsfpdd_intr_present_1,1,0,ioController-45,I2C,/dev/i2c-41,,,,
46,,1,accessController-46,CPLD,/sys/bus/i2c/devices/30-0033/cpld_qsfpdd_reset_1,2,0,/sys/bus/i2c/devices/30-0033/cpld_qsfpdd_intr_present_1,2,0,ioController-46,I2C,/dev/i2c-42,,,,
47,,1,accessController-47,CPLD,/sys/bus/i2c/devices/30-0033/cpld_qsfpdd_reset_1,4,0,/sys/bus/i2c/devices/30-0033/cpld_qsfpdd_intr_present_1,4,0,ioController-47,I2C,/dev/i2c-43,,,,
48,,1,accessController-48,CPLD,/sys/bus/i2c/devices/30-0033/cpld_qsfpdd_reset_1,8,0,/sys/bus/i2c/devices/30-0033/cpld_qsfpdd_intr_present_1,8,0,ioController-48,I2C,/dev/i2c-44,,,,
49,,1,accessController-49,CPLD,/sys/bus/i2c/devices/30-0033/cpld_qsfpdd_reset_1,16,0,/sys/bus/i2c/devices/30-0033/cpld_qsfpdd_intr_present_1,16,0,ioController-49,I2C,/dev/i2c-45,,,,
50,,1,accessController-50,CPLD,/sys/bus/i2c/devices/30-0033/cpld_qsfpdd_reset_1,32,0,/sys/bus/i2c/devices/30-0033/cpld_qsfpdd_intr_present_1,32,0,ioController-50,I2C,/dev/i2c-46,,,,
51,,1,accessController-51,CPLD,/sys/bus/i2c/devices/30-0033/cpld_qsfpdd_reset_1,64,0,/sys/bus/i2c/devices/30-0033/cpld_qsfpdd_intr_present_1,64,0,ioController-51,I2C,/dev/i2c-47,,,,
52,,1,accessController-52,CPLD,/sys/bus/i2c/devices/30-0033/cpld_qsfpdd_reset_1,128,0,/sys/bus/i2c/devices/30-0033/cpld_qsfpdd_intr_present_1,128,0,ioController-52,I2C,/dev/i2c-48,,,,
53,,1,accessController-53,CPLD,/sys/bus/i2c/devices/30-0033/cpld_qsfpdd_reset_2,1,0,/sys/bus/i2c/devices/30-0033/cpld_qsfpdd_intr_present_2,1,0,ioController-53,I2C,/dev/i2c-49,,,,
54,,1,accessController-54,CPLD,/sys/bus/i2c/devices/30-0033/cpld_qsfpdd_reset_2,2,0,/sys/bus/i2c/devices/30-0033/cpld_qsfpdd_intr_present_2,2,0,ioController-54,I2C,/dev/i2c-50,,,,
55,,1,accessController-55,CPLD,/sys/bus/i2c/devices/30-0033/cpld_qsfpdd_reset_2,4,0,/sys/bus/i2c/devices/30-0033/cpld_qsfpdd_intr_present_2,4,0,ioController-55,I2C,/dev/i2c-51,,,,
56,,1,accessController-56,CPLD,/sys/bus/i2c/devices/30-0033/cpld_qsfpdd_reset_2,8,0,/sys/bus/i2c/devices/30-0033/cpld_qsfpdd_intr_present_2,8,0,ioController-56,I2C,/dev/i2c-52,,,,
57,,1,accessController-57,CPLD,/sys/bus/i2c/devices/30-0034/cpld_qsfpdd_reset_0,1,0,/sys/bus/i2c/devices/30-0034/cpld_qsfpdd_intr_present_0,1,0,ioController-57,I2C,/dev/i2c-53,,,,
58,,1,accessController-58,CPLD,/sys/bus/i2c/devices/30-0034/cpld_qsfpdd_reset_0,2,0,/sys/bus/i2c/devices/30-0034/cpld_qsfpdd_intr_present_0,2,0,ioController-58,I2C,/dev/i2c-54,,,,
59,,1,accessController-59,CPLD,/sys/bus/i2c/devices/30-0034/cpld_qsfpdd_reset_0,4,0,/sys/bus/i2c/devices/30-0034/cpld_qsfpdd_intr_present_0,4,0,ioController-59,I2C,/dev/i2c-55,,,,
60,,1,accessController-60,CPLD,/sys/bus/i2c/devices/30-0034/cpld_qsfpdd_reset_0,8,0,/sys/bus/i2c/devices/30-0034/cpld_qsfpdd_intr_present_0,8,0,ioController-60,I2C,/dev/i2c-56,,,,
61,,1,accessController-61,CPLD,/sys/bus/i2c/devices/30-0034/cpld_qsfpdd_reset_0,16,0,/sys/bus/i2c/devices/30-0034/cpld_qsfpdd_intr_present_0,16,0,ioController-61,I2C,/dev/i2c-57,,,,
62,,1,accessController-62,CPLD,/sys/bus/i2c/devices/30-0034/cpld_qsfpdd_reset_0,32,0,/sys/bus/i2c/devices/30-0034/cpld_qsfpdd_intr_present_0,32,0,ioController-62,I2C,/dev/i2c-58,,,,
63,,1,accessController-63,CPLD,/sys/bus/i2c/devices/30-0034/cpld_qsfpdd_reset_0,64,0,/sys/bus/i2c/devices/30-0034/cpld_qsfpdd_intr_present_0,64,0,ioController-63,I2C,/dev/i2c-59,,,,
64,,1,accessController-64,CPLD,/sys/bus/i2c/devices/30-0034/cpld_qsfpdd_reset_0,128,0,/sys/bus/i2c/devices/30-0034/cpld_qsfpdd_intr_present_0,128,0,ioController-64,I2C,/dev/i2c-60,,,,
65,,1,accessController-65,CPLD,/sys/bus/i2c/devices/30-0034/cpld_qsfpdd_reset_1,1,0,/sys/bus/i2c/devices/30-0034/cpld_qsfpdd_intr_present_1,1,0,ioController-65,I2C,/dev/i2c-61,,,,
66,,1,accessController-66,CPLD,/sys/bus/i2c/devices/30-0034/cpld_qsfpdd_reset_1,2,0,/sys/bus/i2c/devices/30-0034/cpld_qsfpdd_intr_present_1,2,0,ioController-66,I2C,/dev/i2c-62,,,,
67,,1,accessController-67,CPLD,/sys/bus/i2c/devices/30-0034/cpld_qsfpdd_reset_1,4,0,/sys/bus/i2c/devices/30-0034/cpld_qsfpdd_intr_present_1,4,0,ioController-67,I2C,/dev/i2c-63,,,,
68,,1,accessController-68,CPLD,/sys/bus/i2c/devices/30-0034/cpld_qsfpdd_reset_1,8,0,/sys/bus/i2c/devices/30-0034/cpld_qsfpdd_intr_present_1,8,0,ioController-68,I2C,/dev/i2c-64,,,,
69,,1,accessController-69,CPLD,/sys/bus/i2c/devices/30-0034/cpld_qsfpdd_reset_1,16,0,/sys/bus/i2c/devices/30-0034/cpld_qsfpdd_intr_present_1,16,0,ioController-69,I2C,/dev/i2c-65,,,,
70,,1,accessController-70,CPLD,/sys/bus/i2c/devices/30-0034/cpld_qsfpdd_reset_1,32,0,/sys/bus/i2c/devices/30-0034/cpld_qsfpdd_intr_present_1,32,0,ioController-70,I2C,/dev/i2c-66,,,,
71,,1,accessController-71,CPLD,/sys/bus/i2c/devices/30-0034/cpld_qsfpdd_reset_1,64,0,/sys/bus/i2c/devices/30-0034/cpld_qsfpdd_intr_present_1,64,0,ioController-71,I2C,/dev/i2c-67,,,,
72,,1,accessController-72,CPLD,/sys/bus/i2c/devices/30-0034/cpld_qsfpdd_reset_1,128,0,/sys/bus/i2c/devices/30-0034/cpld_qsfpdd_intr_present_1,128,0,ioController-72,I2C,/dev/i2c-68,,,,
73,,1,accessController-73,CPLD,/sys/bus/i2c/devices/30-0034/cpld_qsfpdd_reset_2,1,0,/sys/bus/i2c/devices/30-0034/cpld_qsfpdd_intr_present_2,1,0,ioController-73,I2C,/dev/i2c-69,,,,
74,,1,accessController-74,CPLD,/sys/bus/i2c/devices/30-0034/cpld_qsfpdd_reset_2,2,0,/sys/bus/i2c/devices/30-0034/cpld_qsfpdd_intr_present_2,2,0,ioController-74,I2C,/dev/i2c-70,,,,
75,,1,accessController-75,CPLD,/sys/bus/i2c/devices/30-0034/cpld_qsfpdd_reset_2,4,0,/sys/bus/i2c/devices/30-0034/cpld_qsfpdd_intr_present_2,4,0,ioController-75,I2C,/dev/i2c-71,,,,
76,,1,accessController-76,CPLD,/sys/bus/i2c/devices/30-0034/cpld_qsfpdd_reset_2,8,0,/sys/bus/i2c/devices/30-0034/cpld_qsfpdd_intr_present_2,8,0,ioController-76,I2C,/dev/i2c-72,,,,
