TcvrId,TcvrLaneIdList,PimId,AccessControllerId,AccessControlType,ResetPath,ResetMask,ResetHoldHi,PresentPath,PresentMask,PresentHoldHi,IoControllerId,IoControlType,IoPath,LedId,LedBluePath,LedYellowPath
11,1 2 3 4 5 6 7 8,1,11,CPLD,/run/devmap/xcvrs/xcvr_ctrl_11/xcvr11_reset,1,0,/run/devmap/xcvrs/xcvr_ctrl_11/xcvr11_present,1,0,11,I2C,/run/devmap/xcvrs/xcvr_io_11,11,/sys/class/leds/port11_led1:green:status,/sys/class/leds/port11_led1:yellow:status
12,1 2 3 4 5 6 7 8,1,12,CPLD,/run/devmap/xcvrs/xcvr_ctrl_12/xcvr12_reset,1,0,/run/devmap/xcvrs/xcvr_ctrl_12/xcvr12_present,1,0,12,I2C,/run/devmap/xcvrs/xcvr_io_12,12,/sys/class/leds/port12_led1:green:status,/sys/class/leds/port12_led1:yellow:status
13,1 2 3 4 5 6 7 8,1,13,CPLD,/run/devmap/xcvrs/xcvr_ctrl_13/xcvr13_reset,1,0,/run/devmap/xcvrs/xcvr_ctrl_13/xcvr13_present,1,0,13,I2C,/run/devmap/xcvrs/xcvr_io_13,13,/sys/class/leds/port13_led1:green:status,/sys/class/leds/port13_led1:yellow:status
14,1 2 3 4 5 6 7 8,1,14,CPLD,/run/devmap/xcvrs/xcvr_ctrl_14/xcvr14_reset,1,0,/run/devmap/xcvrs/xcvr_ctrl_14/xcvr14_present,1,0,14,I2C,/run/devmap/xcvrs/xcvr_io_14,14,/sys/class/leds/port14_led1:green:status,/sys/class/leds/port14_led1:yellow:status
15,1 2 3 4 5 6 7 8,1,15,CPLD,/run/devmap/xcvrs/xcvr_ctrl_15/xcvr15_reset,1,0,/run/devmap/xcvrs/xcvr_ctrl_15/xcvr15_present,1,0,15,I2C,/run/devmap/xcvrs/xcvr_io_15,15,/sys/class/leds/port15_led1:green:status,/sys/class/leds/port15_led1:yellow:status
16,1 2 3 4 5 6 7 8,1,16,CPLD,/run/devmap/xcvrs/xcvr_ctrl_16/xcvr16_reset,1,0,/run/devmap/xcvrs/xcvr_ctrl_16/xcvr16_present,1,0,16,I2C,/run/devmap/xcvrs/xcvr_io_16,16,/sys/class/leds/port16_led1:green:status,/sys/class/leds/port16_led1:yellow:status
17,1 2 3 4 5 6 7 8,1,17,CPLD,/run/devmap/xcvrs/xcvr_ctrl_17/xcvr17_reset,1,0,/run/devmap/xcvrs/xcvr_ctrl_17/xcvr17_present,1,0,17,I2C,/run/devmap/xcvrs/xcvr_io_17,17,/sys/class/leds/port17_led1:green:status,/sys/class/leds/port17_led1:yellow:status
18,1 2 3 4 5 6 7 8,1,18,CPLD,/run/devmap/xcvrs/xcvr_ctrl_18/xcvr18_reset,1,0,/run/devmap/xcvrs/xcvr_ctrl_18/xcvr18_present,1,0,18,I2C,/run/devmap/xcvrs/xcvr_io_18,18,/sys/class/leds/port18_led1:green:status,/sys/class/leds/port18_led1:yellow:status
19,1 2 3 4 5 6 7 8,1,19,CPLD,/run/devmap/xcvrs/xcvr_ctrl_19/xcvr19_reset,1,0,/run/devmap/xcvrs/xcvr_ctrl_19/xcvr19_present,1,0,19,I2C,/run/devmap/xcvrs/xcvr_io_19,19,/sys/class/leds/port19_led1:green:status,/sys/class/leds/port19_led1:yellow:status
20,1 2 3 4 5 6 7 8,1,20,CPLD,/run/devmap/xcvrs/xcvr_ctrl_20/xcvr20_reset,1,0,/run/devmap/xcvrs/xcvr_ctrl_20/xcvr20_present,1,0,20,I2C,/run/devmap/xcvrs/xcvr_io_20,20,/sys/class/leds/port20_led1:green:status,/sys/class/leds/port20_led1:yellow:status
21,1 2 3 4 5 6 7 8,1,21,CPLD,/run/devmap/xcvrs/xcvr_ctrl_21/xcvr21_reset,1,0,/run/devmap/xcvrs/xcvr_ctrl_21/xcvr21_present,1,0,21,I2C,/run/devmap/xcvrs/xcvr_io_21,21,/sys/class/leds/port21_led1:green:status,/sys/class/leds/port21_led1:yellow:status
22,1 2 3 4 5 6 7 8,1,22,CPLD,/run/devmap/xcvrs/xcvr_ctrl_22/xcvr22_reset,1,0,/run/devmap/xcvrs/xcvr_ctrl_22/xcvr22_present,1,0,22,I2C,/run/devmap/xcvrs/xcvr_io_22,22,/sys/class/leds/port22_led1:green:status,/sys/class/leds/port22_led1:yellow:status
23,1 2 3 4 5 6 7 8,1,23,CPLD,/run/devmap/xcvrs/xcvr_ctrl_23/xcvr23_reset,1,0,/run/devmap/xcvrs/xcvr_ctrl_23/xcvr23_present,1,0,23,I2C,/run/devmap/xcvrs/xcvr_io_23,23,/sys/class/leds/port23_led1:green:status,/sys/class/leds/port23_led1:yellow:status
24,1 2 3 4 5 6 7 8,1,24,CPLD,/run/devmap/xcvrs/xcvr_ctrl_24/xcvr24_reset,1,0,/run/devmap/xcvrs/xcvr_ctrl_24/xcvr24_present,1,0,24,I2C,/run/devmap/xcvrs/xcvr_io_24,24,/sys/class/leds/port24_led1:green:status,/sys/class/leds/port24_led1:yellow:status
25,1 2 3 4 5 6 7 8,1,25,CPLD,/run/devmap/xcvrs/xcvr_ctrl_25/xcvr25_reset,1,0,/run/devmap/xcvrs/xcvr_ctrl_25/xcvr25_present,1,0,25,I2C,/run/devmap/xcvrs/xcvr_io_25,25,/sys/class/leds/port25_led1:green:status,/sys/class/leds/port25_led1:yellow:status
26,1 2 3 4 5 6 7 8,1,26,CPLD,/run/devmap/xcvrs/xcvr_ctrl_26/xcvr26_reset,1,0,/run/devmap/xcvrs/xcvr_ctrl_26/xcvr26_present,1,0,26,I2C,/run/devmap/xcvrs/xcvr_io_26,26,/sys/class/leds/port26_led1:green:status,/sys/class/leds/port26_led1:yellow:status
27,1 2 3 4 5 6 7 8,1,27,CPLD,/run/devmap/xcvrs/xcvr_ctrl_27/xcvr27_reset,1,0,/run/devmap/xcvrs/xcvr_ctrl_27/xcvr27_present,1,0,27,I2C,/run/devmap/xcvrs/xcvr_io_27,27,/sys/class/leds/port27_led1:green:status,/sys/class/leds/port27_led1:yellow:status
28,1 2 3 4 5 6 7 8,1,28,CPLD,/run/devmap/xcvrs/xcvr_ctrl_28/xcvr28_reset,1,0,/run/devmap/xcvrs/xcvr_ctrl_28/xcvr28_present,1,0,28,I2C,/run/devmap/xcvrs/xcvr_io_28,28,/sys/class/leds/port28_led1:green:status,/sys/class/leds/port28_led1:yellow:status
29,1 2 3 4 5 6 7 8,1,29,CPLD,/run/devmap/xcvrs/xcvr_ctrl_29/xcvr29_reset,1,0,/run/devmap/xcvrs/xcvr_ctrl_29/xcvr29_present,1,0,29,I2C,/run/devmap/xcvrs/xcvr_io_29,29,/sys/class/leds/port29_led1:green:status,/sys/class/leds/port29_led1:yellow:status
30,1 2 3 4 5 6 7 8,1,30,CPLD,/run/devmap/xcvrs/xcvr_ctrl_30/xcvr30_reset,1,0,/run/devmap/xcvrs/xcvr_ctrl_30/xcvr30_present,1,0,30,I2C,/run/devmap/xcvrs/xcvr_io_30,30,/sys/class/leds/port30_led1:green:status,/sys/class/leds/port30_led1:yellow:status
31,1 2 3 4 5 6 7 8,1,31,CPLD,/run/devmap/xcvrs/xcvr_ctrl_31/xcvr31_reset,1,0,/run/devmap/xcvrs/xcvr_ctrl_31/xcvr31_present,1,0,31,I2C,/run/devmap/xcvrs/xcvr_io_31,31,/sys/class/leds/port31_led1:green:status,/sys/class/leds/port31_led1:yellow:status
32,1 2 3 4 5 6 7 8,1,32,CPLD,/run/devmap/xcvrs/xcvr_ctrl_32/xcvr32_reset,1,0,/run/devmap/xcvrs/xcvr_ctrl_32/xcvr32_present,1,0,32,I2C,/run/devmap/xcvrs/xcvr_io_32,32,/sys/class/leds/port32_led1:green:status,/sys/class/leds/port32_led1:yellow:status
