SLOT_ID,CHIP_ID,CHIP_TYPE,CORE_ID,CORE_TYPE,CORE_LANE,LANE_SPEED(mbps),MEDIA_TYPE,TCVR_VENDOR,TCVR_PART_NUM,DRIVER_PEAKING,TCVR_MEDIA,NIC_VENDOR,CABLE_LENGTH(m),TX_PRE3,TX_PRE2,TX_PRE1,TX_MAIN,TX_POST1,TX_POST2,TX_POST3,RX_CTLE_CODE,RX_DSP_MODE,RX_AFE_TRIM
1,1,NPU,2,TH5_NIF,0,50000,BACKPLANE,,,,,,,0,0,-12,144,-8,0,0,,,
1,1,NPU,2,TH5_NIF,1,50000,BACKPLANE,,,,,,,0,0,-12,144,-8,0,0,,,
1,1,NPU,2,TH5_NIF,2,50000,BACKPLANE,,,,,,,0,0,-12,144,-8,0,0,,,
1,1,NPU,2,TH5_NIF,3,50000,BACKPLANE,,,,,,,0,0,-12,144,-8,0,0,,,
1,1,NPU,2,TH5_NIF,4,50000,BACKPLANE,,,,,,,0,0,-12,144,-8,0,0,,,
1,1,NPU,2,TH5_NIF,5,50000,BACKPLANE,,,,,,,0,0,-12,144,-8,0,0,,,
1,1,NPU,2,TH5_NIF,6,50000,BACKPLANE,,,,,,,0,0,-12,144,-8,0,0,,,
1,1,NPU,2,TH5_NIF,7,50000,BACKPLANE,,,,,,,0,0,-12,144,-8,0,0,,,
1,1,NPU,3,TH5_NIF,0,50000,BACKPLANE,,,,,,,0,0,-12,144,-8,0,0,,,
1,1,NPU,3,TH5_NIF,1,50000,BACKPLANE,,,,,,,0,0,-12,144,-8,0,0,,,
1,1,NPU,3,TH5_NIF,2,50000,BACKPLANE,,,,,,,0,0,-12,144,-8,0,0,,,
1,1,NPU,3,TH5_NIF,3,50000,BACKPLANE,,,,,,,0,0,-12,144,-8,0,0,,,
1,1,NPU,3,TH5_NIF,4,50000,BACKPLANE,,,,,,,0,0,-12,144,-8,0,0,,,
1,1,NPU,3,TH5_NIF,5,50000,BACKPLANE,,,,,,,0,0,-12,144,-8,0,0,,,
1,1,NPU,3,TH5_NIF,6,50000,BACKPLANE,,,,,,,0,0,-12,144,-8,0,0,,,
1,1,NPU,3,TH5_NIF,7,50000,BACKPLANE,,,,,,,0,0,-12,144,-8,0,0,,,
1,1,NPU,4,TH5_NIF,0,50000,BACKPLANE,,,,,,,0,0,-12,144,-8,0,0,,,
1,1,NPU,4,TH5_NIF,1,50000,BACKPLANE,,,,,,,0,0,-12,144,-8,0,0,,,
1,1,NPU,4,TH5_NIF,2,50000,BACKPLANE,,,,,,,0,0,-12,144,-8,0,0,,,
1,1,NPU,4,TH5_NIF,3,50000,BACKPLANE,,,,,,,0,0,-12,144,-8,0,0,,,
1,1,NPU,4,TH5_NIF,4,50000,BACKPLANE,,,,,,,0,0,-12,144,-8,0,0,,,
1,1,NPU,4,TH5_NIF,5,50000,BACKPLANE,,,,,,,0,0,-12,144,-8,0,0,,,
1,1,NPU,4,TH5_NIF,6,50000,BACKPLANE,,,,,,,0,0,-12,144,-8,0,0,,,
1,1,NPU,4,TH5_NIF,7,50000,BACKPLANE,,,,,,,0,0,-12,144,-8,0,0,,,
1,1,NPU,5,TH5_NIF,0,50000,BACKPLANE,,,,,,,0,0,-12,144,-8,0,0,,,
1,1,NPU,5,TH5_NIF,1,50000,BACKPLANE,,,,,,,0,0,-12,144,-8,0,0,,,
1,1,NPU,5,TH5_NIF,2,50000,BACKPLANE,,,,,,,0,0,-12,144,-8,0,0,,,
1,1,NPU,5,TH5_NIF,3,50000,BACKPLANE,,,,,,,0,0,-12,144,-8,0,0,,,
1,1,NPU,5,TH5_NIF,4,50000,BACKPLANE,,,,,,,0,0,-12,144,-8,0,0,,,
1,1,NPU,5,TH5_NIF,5,50000,BACKPLANE,,,,,,,0,0,-12,144,-8,0,0,,,
1,1,NPU,5,TH5_NIF,6,50000,BACKPLANE,,,,,,,0,0,-12,144,-8,0,0,,,
1,1,NPU,5,TH5_NIF,7,50000,BACKPLANE,,,,,,,0,0,-12,144,-8,0,0,,,
1,1,NPU,6,TH5_NIF,0,50000,BACKPLANE,,,,,,,0,0,-12,144,-8,0,0,,,
1,1,NPU,6,TH5_NIF,1,50000,BACKPLANE,,,,,,,0,0,-12,144,-8,0,0,,,
1,1,NPU,6,TH5_NIF,2,50000,BACKPLANE,,,,,,,0,0,-12,144,-8,0,0,,,
1,1,NPU,6,TH5_NIF,3,50000,BACKPLANE,,,,,,,0,0,-12,144,-8,0,0,,,
1,1,NPU,6,TH5_NIF,4,50000,BACKPLANE,,,,,,,0,0,-12,144,-8,0,0,,,
1,1,NPU,6,TH5_NIF,5,50000,BACKPLANE,,,,,,,0,0,-12,144,-8,0,0,,,
1,1,NPU,6,TH5_NIF,6,50000,BACKPLANE,,,,,,,0,0,-12,144,-8,0,0,,,
1,1,NPU,6,TH5_NIF,7,50000,BACKPLANE,,,,,,,0,0,-12,144,-8,0,0,,,
1,1,NPU,7,TH5_NIF,0,50000,BACKPLANE,,,,,,,0,0,-12,144,-8,0,0,,,
1,1,NPU,7,TH5_NIF,1,50000,BACKPLANE,,,,,,,0,0,-12,144,-8,0,0,,,
1,1,NPU,7,TH5_NIF,2,50000,BACKPLANE,,,,,,,0,0,-12,144,-8,0,0,,,
1,1,NPU,7,TH5_NIF,3,50000,BACKPLANE,,,,,,,0,0,-12,144,-8,0,0,,,
1,1,NPU,7,TH5_NIF,4,50000,BACKPLANE,,,,,,,0,0,-12,144,-8,0,0,,,
1,1,NPU,7,TH5_NIF,5,50000,BACKPLANE,,,,,,,0,0,-12,144,-8,0,0,,,
1,1,NPU,7,TH5_NIF,6,50000,BACKPLANE,,,,,,,0,0,-12,144,-8,0,0,,,
1,1,NPU,7,TH5_NIF,7,50000,BACKPLANE,,,,,,,0,0,-12,144,-8,0,0,,,
1,1,NPU,64,TH5_NIF,0,25000,COPPER,,,,,,,0,0,-12,144,-8,0,0,,,
1,1,NPU,64,TH5_NIF,1,25000,COPPER,,,,,,,0,0,-12,144,-8,0,0,,,
1,1,NPU,64,TH5_NIF,2,25000,COPPER,,,,,,,0,0,-12,144,-8,0,0,,,
1,1,NPU,64,TH5_NIF,3,25000,COPPER,,,,,,,0,0,-12,144,-8,0,0,,,
