A_SLOT_ID,A_CHIP_ID,A_CHIP_TYPE,A_CORE_ID,A_CORE_TYPE,A_CORE_LANE,A_PHYSICAL_TX_LANE,A_PHYSICAL_RX_LANE,A_TX_POLARITY_SWAP,A_RX_POLARITY_SWAP,Z_SLOT_ID,Z_CHIP_ID,Z_CHIP_TYEP,Z_CORE_ID,Z_CORE_TYPE,Z_CORE_LANE,Z_PHYSICAL_TX_LANE,Z_PHYSICAL_RX_LANE,Z_TX_POLARITY_SWAP,Z_RX_POLARITY_SWAP
1,1,NPU,3,TH6_NIF,2,5,0,YES,NO,1,9,TRANSCEIVER,0,OSFP,2,2,2,N,N
1,1,NPU,3,TH6_NIF,3,6,2,YES,YES,1,9,TRANSCEIVER,0,OSFP,3,3,3,N,N
1,1,NPU,3,TH6_NIF,4,1,6,YES,NO,1,9,TRANSCEIVER,0,OSFP,4,4,4,N,N
1,1,NPU,3,TH6_NIF,5,3,7,NO,NO,1,9,TRANSCEIVER,0,OSFP,5,5,5,N,N
1,1,NPU,3,TH6_NIF,6,0,5,YES,NO,1,9,TRANSCEIVER,0,OSFP,6,6,6,N,N
1,1,NPU,3,TH6_NIF,7,2,4,NO,YES,1,9,TRANSCEIVER,0,OSFP,7,7,7,N,N
1,1,NPU,4,TH6_NIF,0,3,4,YES,YES,1,17,TRANSCEIVER,0,OSFP,0,0,0,N,N
1,1,NPU,4,TH6_NIF,1,2,5,YES,YES,1,17,TRANSCEIVER,0,OSFP,1,1,1,N,N
1,1,NPU,4,TH6_NIF,2,1,6,YES,NO,1,17,TRANSCEIVER,0,OSFP,2,2,2,N,N
1,1,NPU,4,TH6_NIF,3,0,7,NO,NO,1,17,TRANSCEIVER,0,OSFP,3,3,3,N,N
1,1,NPU,4,TH6_NIF,4,7,2,NO,YES,1,17,TRANSCEIVER,0,OSFP,4,4,4,N,N
1,1,NPU,4,TH6_NIF,5,5,1,YES,NO,1,17,TRANSCEIVER,0,OSFP,5,5,5,N,N
1,1,NPU,4,TH6_NIF,6,4,0,YES,YES,1,17,TRANSCEIVER,0,OSFP,6,6,6,N,N
1,1,NPU,4,TH6_NIF,7,6,3,NO,YES,1,17,TRANSCEIVER,0,OSFP,7,7,7,N,N
1,1,NPU,5,TH6_NIF,0,2,4,YES,YES,1,21,TRANSCEIVER,0,OSFP,0,0,0,N,N
1,1,NPU,5,TH6_NIF,1,3,5,YES,YES,1,21,TRANSCEIVER,0,OSFP,1,1,1,N,N
1,1,NPU,5,TH6_NIF,2,1,6,YES,NO,1,21,TRANSCEIVER,0,OSFP,2,2,2,N,N
1,1,NPU,5,TH6_NIF,3,0,7,NO,NO,1,21,TRANSCEIVER,0,OSFP,3,3,3,N,N
1,1,NPU,5,TH6_NIF,4,6,2,NO,YES,1,21,TRANSCEIVER,0,OSFP,4,4,4,N,N
1,1,NPU,5,TH6_NIF,5,4,0,YES,NO,1,21,TRANSCEIVER,0,OSFP,5,5,5,N,N
1,1,NPU,5,TH6_NIF,6,5,1,YES,YES,1,21,TRANSCEIVER,0,OSFP,6,6,6,N,N
1,1,NPU,5,TH6_NIF,7,7,3,NO,YES,1,21,TRANSCEIVER,0,OSFP,7,7,7,N,N
1,1,NPU,6,TH6_NIF,0,5,3,YES,YES,1,29,TRANSCEIVER,0,OSFP,0,0,0,N,N
1,1,NPU,6,TH6_NIF,1,4,2,YES,YES,1,29,TRANSCEIVER,0,OSFP,1,1,1,N,N
1,1,NPU,6,TH6_NIF,2,6,1,YES,NO,1,29,TRANSCEIVER,0,OSFP,2,2,2,N,N
1,1,NPU,6,TH6_NIF,3,7,0,NO,NO,1,29,TRANSCEIVER,0,OSFP,3,3,3,N,N
1,1,NPU,6,TH6_NIF,4,1,5,NO,YES,1,29,TRANSCEIVER,0,OSFP,4,4,4,N,N
1,1,NPU,6,TH6_NIF,5,3,7,YES,NO,1,29,TRANSCEIVER,0,OSFP,5,5,5,N,N
1,1,NPU,6,TH6_NIF,6,2,6,YES,YES,1,29,TRANSCEIVER,0,OSFP,6,6,6,N,N
1,1,NPU,6,TH6_NIF,7,0,4,NO,YES,1,29,TRANSCEIVER,0,OSFP,7,7,7,N,N
1,1,NPU,7,TH6_NIF,0,6,3,YES,YES,1,25,TRANSCEIVER,0,OSFP,0,0,0,N,N
1,1,NPU,7,TH6_NIF,1,5,1,NO,NO,1,25,TRANSCEIVER,0,OSFP,1,1,1,N,N
1,1,NPU,7,TH6_NIF,2,4,0,NO,NO,1,25,TRANSCEIVER,0,OSFP,2,2,2,N,N
1,1,NPU,7,TH6_NIF,3,7,2,YES,NO,1,25,TRANSCEIVER,0,OSFP,3,3,3,N,N
1,1,NPU,7,TH6_NIF,4,1,6,NO,YES,1,25,TRANSCEIVER,0,OSFP,4,4,4,N,N
1,1,NPU,7,TH6_NIF,5,3,5,YES,YES,1,25,TRANSCEIVER,0,OSFP,5,5,5,N,N
1,1,NPU,7,TH6_NIF,6,2,4,YES,NO,1,25,TRANSCEIVER,0,OSFP,6,6,6,N,N
1,1,NPU,7,TH6_NIF,7,0,7,NO,YES,1,25,TRANSCEIVER,0,OSFP,7,7,7,N,N
1,1,NPU,8,TH6_NIF,0,6,3,NO,NO,1,6,TRANSCEIVER,0,OSFP,0,0,0,N,N
1,1,NPU,8,TH6_NIF,1,5,1,YES,YES,1,6,TRANSCEIVER,0,OSFP,1,1,1,N,N
1,1,NPU,8,TH6_NIF,2,4,0,YES,YES,1,6,TRANSCEIVER,0,OSFP,2,2,2,N,N
1,1,NPU,8,TH6_NIF,3,7,2,NO,NO,1,6,TRANSCEIVER,0,OSFP,3,3,3,N,N
1,1,NPU,8,TH6_NIF,4,1,6,YES,NO,1,6,TRANSCEIVER,0,OSFP,4,4,4,N,N
1,1,NPU,8,TH6_NIF,5,3,5,NO,NO,1,6,TRANSCEIVER,0,OSFP,5,5,5,N,N
1,1,NPU,8,TH6_NIF,6,2,4,NO,YES,1,6,TRANSCEIVER,0,OSFP,6,6,6,N,N
1,1,NPU,8,TH6_NIF,7,0,7,YES,YES,1,6,TRANSCEIVER,0,OSFP,7,7,7,N,N
1,1,NPU,9,TH6_NIF,0,5,2,YES,YES,1,2,TRANSCEIVER,0,OSFP,0,0,0,N,N
1,1,NPU,9,TH6_NIF,1,4,0,NO,NO,1,2,TRANSCEIVER,0,OSFP,1,1,1,N,N
1,1,NPU,9,TH6_NIF,2,7,3,YES,YES,1,2,TRANSCEIVER,0,OSFP,2,2,2,N,N
1,1,NPU,9,TH6_NIF,3,6,1,NO,NO,1,2,TRANSCEIVER,0,OSFP,3,3,3,N,N
1,1,NPU,9,TH6_NIF,4,1,5,YES,NO,1,2,TRANSCEIVER,0,OSFP,4,4,4,N,N
1,1,NPU,9,TH6_NIF,5,3,7,NO,YES,1,2,TRANSCEIVER,0,OSFP,5,5,5,N,N
1,1,NPU,9,TH6_NIF,6,2,4,NO,NO,1,2,TRANSCEIVER,0,OSFP,6,6,6,N,N
1,1,NPU,9,TH6_NIF,7,0,6,YES,NO,1,2,TRANSCEIVER,0,OSFP,7,7,7,N,N
1,1,NPU,10,TH6_NIF,0,2,5,YES,YES,1,10,TRANSCEIVER,0,OSFP,0,0,0,N,N
1,1,NPU,10,TH6_NIF,1,3,7,NO,NO,1,10,TRANSCEIVER,0,OSFP,1,1,1,N,N
1,1,NPU,10,TH6_NIF,2,0,4,YES,YES,1,10,TRANSCEIVER,0,OSFP,2,2,2,N,N
1,1,NPU,10,TH6_NIF,3,1,6,NO,NO,1,10,TRANSCEIVER,0,OSFP,3,3,3,N,N
1,1,NPU,10,TH6_NIF,4,6,2,YES,NO,1,10,TRANSCEIVER,0,OSFP,4,4,4,N,N
1,1,NPU,10,TH6_NIF,5,4,0,NO,YES,1,10,TRANSCEIVER,0,OSFP,5,5,5,N,N
1,1,NPU,10,TH6_NIF,6,5,3,NO,NO,1,10,TRANSCEIVER,0,OSFP,6,6,6,N,N
1,1,NPU,10,TH6_NIF,7,7,1,YES,NO,1,10,TRANSCEIVER,0,OSFP,7,7,7,N,N
1,1,NPU,11,TH6_NIF,0,3,5,YES,YES,1,14,TRANSCEIVER,0,OSFP,0,0,0,N,N
1,1,NPU,11,TH6_NIF,1,2,7,NO,NO,1,14,TRANSCEIVER,0,OSFP,1,1,1,N,N
1,1,NPU,11,TH6_NIF,2,0,4,YES,YES,1,14,TRANSCEIVER,0,OSFP,2,2,2,N,N
1,1,NPU,11,TH6_NIF,3,1,6,NO,NO,1,14,TRANSCEIVER,0,OSFP,3,3,3,N,N
1,1,NPU,11,TH6_NIF,4,7,2,YES,NO,1,14,TRANSCEIVER,0,OSFP,4,4,4,N,N
1,1,NPU,11,TH6_NIF,5,5,1,NO,YES,1,14,TRANSCEIVER,0,OSFP,5,5,5,N,N
1,1,NPU,11,TH6_NIF,6,4,3,NO,NO,1,14,TRANSCEIVER,0,OSFP,6,6,6,N,N
1,1,NPU,11,TH6_NIF,7,6,0,YES,NO,1,14,TRANSCEIVER,0,OSFP,7,7,7,N,N
1,1,NPU,12,TH6_NIF,0,5,2,NO,NO,1,22,TRANSCEIVER,0,OSFP,0,0,0,N,N
1,1,NPU,12,TH6_NIF,1,4,3,YES,NO,1,22,TRANSCEIVER,0,OSFP,1,1,1,N,N
1,1,NPU,12,TH6_NIF,2,7,0,NO,YES,1,22,TRANSCEIVER,0,OSFP,2,2,2,N,N
1,1,NPU,12,TH6_NIF,3,6,1,YES,YES,1,22,TRANSCEIVER,0,OSFP,3,3,3,N,N
1,1,NPU,12,TH6_NIF,4,1,4,YES,NO,1,22,TRANSCEIVER,0,OSFP,4,4,4,N,N
1,1,NPU,12,TH6_NIF,5,3,7,NO,YES,1,22,TRANSCEIVER,0,OSFP,5,5,5,N,N
1,1,NPU,12,TH6_NIF,6,2,6,NO,NO,1,22,TRANSCEIVER,0,OSFP,6,6,6,N,N
1,1,NPU,12,TH6_NIF,7,0,5,YES,NO,1,22,TRANSCEIVER,0,OSFP,7,7,7,N,N
1,1,NPU,13,TH6_NIF,0,4,2,NO,NO,1,18,TRANSCEIVER,0,OSFP,0,0,0,N,N
1,1,NPU,13,TH6_NIF,1,5,3,YES,NO,1,18,TRANSCEIVER,0,OSFP,1,1,1,N,N
1,1,NPU,13,TH6_NIF,2,7,0,NO,YES,1,18,TRANSCEIVER,0,OSFP,2,2,2,N,N
1,1,NPU,13,TH6_NIF,3,6,1,YES,YES,1,18,TRANSCEIVER,0,OSFP,3,3,3,N,N
1,1,NPU,13,TH6_NIF,4,0,4,YES,NO,1,18,TRANSCEIVER,0,OSFP,4,4,4,N,N
1,1,NPU,13,TH6_NIF,5,2,6,NO,YES,1,18,TRANSCEIVER,0,OSFP,5,5,5,N,N
1,1,NPU,13,TH6_NIF,6,3,7,NO,NO,1,18,TRANSCEIVER,0,OSFP,6,6,6,N,N
1,1,NPU,13,TH6_NIF,7,1,5,YES,NO,1,18,TRANSCEIVER,0,OSFP,7,7,7,N,N
1,1,NPU,14,TH6_NIF,0,3,5,NO,NO,1,26,TRANSCEIVER,0,OSFP,0,0,0,N,N
1,1,NPU,14,TH6_NIF,1,2,4,YES,NO,1,26,TRANSCEIVER,0,OSFP,1,1,1,N,N
1,1,NPU,14,TH6_NIF,2,0,7,NO,YES,1,26,TRANSCEIVER,0,OSFP,2,2,2,N,N
1,1,NPU,14,TH6_NIF,3,1,6,YES,YES,1,26,TRANSCEIVER,0,OSFP,3,3,3,N,N
1,1,NPU,14,TH6_NIF,4,7,3,YES,NO,1,26,TRANSCEIVER,0,OSFP,4,4,4,N,N
1,1,NPU,14,TH6_NIF,5,5,1,NO,YES,1,26,TRANSCEIVER,0,OSFP,5,5,5,N,N
1,1,NPU,14,TH6_NIF,6,4,0,NO,NO,1,26,TRANSCEIVER,0,OSFP,6,6,6,N,N
1,1,NPU,14,TH6_NIF,7,6,2,YES,NO,1,26,TRANSCEIVER,0,OSFP,7,7,7,N,N
1,1,NPU,15,TH6_NIF,0,2,5,NO,NO,1,30,TRANSCEIVER,0,OSFP,0,0,0,N,N
1,1,NPU,15,TH6_NIF,1,3,4,YES,NO,1,30,TRANSCEIVER,0,OSFP,1,1,1,N,N
1,1,NPU,15,TH6_NIF,2,0,7,NO,YES,1,30,TRANSCEIVER,0,OSFP,2,2,2,N,N
1,1,NPU,15,TH6_NIF,3,1,6,YES,YES,1,30,TRANSCEIVER,0,OSFP,3,3,3,N,N
1,1,NPU,15,TH6_NIF,4,6,3,YES,NO,1,30,TRANSCEIVER,0,OSFP,4,4,4,N,N
1,1,NPU,15,TH6_NIF,5,4,0,NO,YES,1,30,TRANSCEIVER,0,OSFP,5,5,5,N,N
1,1,NPU,15,TH6_NIF,6,5,1,NO,NO,1,30,TRANSCEIVER,0,OSFP,6,6,6,N,N
1,1,NPU,15,TH6_NIF,7,7,2,YES,NO,1,30,TRANSCEIVER,0,OSFP,7,7,7,N,N
1,1,NPU,16,TH6_NIF,0,2,4,NO,NO,1,3,TRANSCEIVER,0,OSFP,0,0,0,N,N
1,1,NPU,16,TH6_NIF,1,3,6,YES,YES,1,3,TRANSCEIVER,0,OSFP,1,1,1,N,N
1,1,NPU,16,TH6_NIF,2,1,5,NO,NO,1,3,TRANSCEIVER,0,OSFP,2,2,2,N,N
1,1,NPU,16,TH6_NIF,3,0,7,YES,YES,1,3,TRANSCEIVER,0,OSFP,3,3,3,N,N
1,1,NPU,16,TH6_NIF,4,6,3,NO,YES,1,3,TRANSCEIVER,0,OSFP,4,4,4,N,N
1,1,NPU,16,TH6_NIF,5,4,0,YES,NO,1,3,TRANSCEIVER,0,OSFP,5,5,5,N,N
1,1,NPU,16,TH6_NIF,6,5,2,YES,YES,1,3,TRANSCEIVER,0,OSFP,6,6,6,N,N
1,1,NPU,16,TH6_NIF,7,7,1,NO,YES,1,3,TRANSCEIVER,0,OSFP,7,7,7,N,N
1,1,NPU,17,TH6_NIF,0,3,4,NO,NO,1,7,TRANSCEIVER,0,OSFP,0,0,0,N,N
1,1,NPU,17,TH6_NIF,1,2,6,YES,YES,1,7,TRANSCEIVER,0,OSFP,1,1,1,N,N
1,1,NPU,17,TH6_NIF,2,1,5,NO,NO,1,7,TRANSCEIVER,0,OSFP,2,2,2,N,N
1,1,NPU,17,TH6_NIF,3,0,7,YES,YES,1,7,TRANSCEIVER,0,OSFP,3,3,3,N,N
1,1,NPU,17,TH6_NIF,4,7,3,NO,YES,1,7,TRANSCEIVER,0,OSFP,4,4,4,N,N
1,1,NPU,17,TH6_NIF,5,5,1,YES,NO,1,7,TRANSCEIVER,0,OSFP,5,5,5,N,N
1,1,NPU,17,TH6_NIF,6,4,2,YES,YES,1,7,TRANSCEIVER,0,OSFP,6,6,6,N,N
1,1,NPU,17,TH6_NIF,7,6,0,NO,YES,1,7,TRANSCEIVER,0,OSFP,7,7,7,N,N
1,1,NPU,18,TH6_NIF,0,4,3,NO,NO,1,15,TRANSCEIVER,0,OSFP,0,0,0,N,N
1,1,NPU,18,TH6_NIF,1,5,1,YES,YES,1,15,TRANSCEIVER,0,OSFP,1,1,1,N,N
1,1,NPU,18,TH6_NIF,2,6,2,NO,NO,1,15,TRANSCEIVER,0,OSFP,2,2,2,N,N
1,1,NPU,18,TH6_NIF,3,7,0,YES,YES,1,15,TRANSCEIVER,0,OSFP,3,3,3,N,N
1,1,NPU,18,TH6_NIF,4,0,4,NO,YES,1,15,TRANSCEIVER,0,OSFP,4,4,4,N,N
1,1,NPU,18,TH6_NIF,5,2,6,YES,NO,1,15,TRANSCEIVER,0,OSFP,5,5,5,N,N
1,1,NPU,18,TH6_NIF,6,3,5,YES,YES,1,15,TRANSCEIVER,0,OSFP,6,6,6,N,N
1,1,NPU,18,TH6_NIF,7,1,7,NO,YES,1,15,TRANSCEIVER,0,OSFP,7,7,7,N,N
1,1,NPU,19,TH6_NIF,0,5,3,NO,NO,1,11,TRANSCEIVER,0,OSFP,0,0,0,N,N
1,1,NPU,19,TH6_NIF,1,4,1,YES,YES,1,11,TRANSCEIVER,0,OSFP,1,1,1,N,N
1,1,NPU,19,TH6_NIF,2,6,2,NO,NO,1,11,TRANSCEIVER,0,OSFP,2,2,2,N,N
1,1,NPU,19,TH6_NIF,3,7,0,YES,YES,1,11,TRANSCEIVER,0,OSFP,3,3,3,N,N
1,1,NPU,19,TH6_NIF,4,1,4,NO,YES,1,11,TRANSCEIVER,0,OSFP,4,4,4,N,N
1,1,NPU,19,TH6_NIF,5,3,7,YES,NO,1,11,TRANSCEIVER,0,OSFP,5,5,5,N,N
1,1,NPU,19,TH6_NIF,6,2,5,YES,YES,1,11,TRANSCEIVER,0,OSFP,6,6,6,N,N
1,1,NPU,19,TH6_NIF,7,0,6,NO,YES,1,11,TRANSCEIVER,0,OSFP,7,7,7,N,N
1,1,NPU,20,TH6_NIF,0,3,4,YES,YES,1,19,TRANSCEIVER,0,OSFP,0,0,0,N,N
1,1,NPU,20,TH6_NIF,1,2,5,NO,YES,1,19,TRANSCEIVER,0,OSFP,1,1,1,N,N
1,1,NPU,20,TH6_NIF,2,1,6,YES,NO,1,19,TRANSCEIVER,0,OSFP,2,2,2,N,N
1,1,NPU,20,TH6_NIF,3,0,7,NO,NO,1,19,TRANSCEIVER,0,OSFP,3,3,3,N,N
1,1,NPU,20,TH6_NIF,4,7,2,NO,YES,1,19,TRANSCEIVER,0,OSFP,4,4,4,N,N
1,1,NPU,20,TH6_NIF,5,5,1,YES,NO,1,19,TRANSCEIVER,0,OSFP,5,5,5,N,N
1,1,NPU,20,TH6_NIF,6,4,0,YES,YES,1,19,TRANSCEIVER,0,OSFP,6,6,6,N,N
1,1,NPU,20,TH6_NIF,7,6,3,NO,YES,1,19,TRANSCEIVER,0,OSFP,7,7,7,N,N
1,1,NPU,21,TH6_NIF,0,2,4,YES,YES,1,23,TRANSCEIVER,0,OSFP,0,0,0,N,N
1,1,NPU,21,TH6_NIF,1,3,5,NO,YES,1,23,TRANSCEIVER,0,OSFP,1,1,1,N,N
1,1,NPU,21,TH6_NIF,2,1,6,YES,NO,1,23,TRANSCEIVER,0,OSFP,2,2,2,N,N
1,1,NPU,21,TH6_NIF,3,0,7,NO,NO,1,23,TRANSCEIVER,0,OSFP,3,3,3,N,N
1,1,NPU,21,TH6_NIF,4,6,2,NO,YES,1,23,TRANSCEIVER,0,OSFP,4,4,4,N,N
1,1,NPU,21,TH6_NIF,5,4,0,YES,NO,1,23,TRANSCEIVER,0,OSFP,5,5,5,N,N
1,1,NPU,21,TH6_NIF,6,5,1,YES,YES,1,23,TRANSCEIVER,0,OSFP,6,6,6,N,N
1,1,NPU,21,TH6_NIF,7,7,3,NO,YES,1,23,TRANSCEIVER,0,OSFP,7,7,7,N,N
1,1,NPU,22,TH6_NIF,0,5,3,YES,YES,1,31,TRANSCEIVER,0,OSFP,0,0,0,N,N
1,1,NPU,22,TH6_NIF,1,4,2,NO,YES,1,31,TRANSCEIVER,0,OSFP,1,1,1,N,N
1,1,NPU,22,TH6_NIF,2,6,1,YES,NO,1,31,TRANSCEIVER,0,OSFP,2,2,2,N,N
1,1,NPU,22,TH6_NIF,3,7,0,NO,NO,1,31,TRANSCEIVER,0,OSFP,3,3,3,N,N
1,1,NPU,22,TH6_NIF,4,1,5,NO,YES,1,31,TRANSCEIVER,0,OSFP,4,4,4,N,N
1,1,NPU,22,TH6_NIF,5,3,7,YES,NO,1,31,TRANSCEIVER,0,OSFP,5,5,5,N,N
1,1,NPU,22,TH6_NIF,6,2,6,YES,YES,1,31,TRANSCEIVER,0,OSFP,6,6,6,N,N
1,1,NPU,22,TH6_NIF,7,0,4,NO,YES,1,31,TRANSCEIVER,0,OSFP,7,7,7,N,N
1,1,NPU,23,TH6_NIF,0,6,3,YES,YES,1,27,TRANSCEIVER,0,OSFP,0,0,0,N,N
1,1,NPU,23,TH6_NIF,1,5,1,NO,NO,1,27,TRANSCEIVER,0,OSFP,1,1,1,N,N
1,1,NPU,23,TH6_NIF,2,4,0,NO,NO,1,27,TRANSCEIVER,0,OSFP,2,2,2,N,N
1,1,NPU,23,TH6_NIF,3,7,2,YES,NO,1,27,TRANSCEIVER,0,OSFP,3,3,3,N,N
1,1,NPU,23,TH6_NIF,4,1,6,NO,YES,1,27,TRANSCEIVER,0,OSFP,4,4,4,N,N
1,1,NPU,23,TH6_NIF,5,3,5,YES,YES,1,27,TRANSCEIVER,0,OSFP,5,5,5,N,N
1,1,NPU,23,TH6_NIF,6,2,4,YES,NO,1,27,TRANSCEIVER,0,OSFP,6,6,6,N,N
1,1,NPU,23,TH6_NIF,7,0,7,NO,YES,1,27,TRANSCEIVER,0,OSFP,7,7,7,N,N
1,1,NPU,24,TH6_NIF,0,6,3,NO,NO,1,8,TRANSCEIVER,0,OSFP,0,0,0,N,N
1,1,NPU,24,TH6_NIF,1,5,1,YES,YES,1,8,TRANSCEIVER,0,OSFP,1,1,1,N,N
1,1,NPU,24,TH6_NIF,2,4,0,YES,YES,1,8,TRANSCEIVER,0,OSFP,2,2,2,N,N
1,1,NPU,24,TH6_NIF,3,7,2,NO,NO,1,8,TRANSCEIVER,0,OSFP,3,3,3,N,N
1,1,NPU,24,TH6_NIF,4,1,6,YES,NO,1,8,TRANSCEIVER,0,OSFP,4,4,4,N,N
1,1,NPU,24,TH6_NIF,5,3,5,NO,NO,1,8,TRANSCEIVER,0,OSFP,5,5,5,N,N
1,1,NPU,24,TH6_NIF,6,2,4,NO,YES,1,8,TRANSCEIVER,0,OSFP,6,6,6,N,N
1,1,NPU,24,TH6_NIF,7,0,7,YES,YES,1,8,TRANSCEIVER,0,OSFP,7,7,7,N,N
1,1,NPU,25,TH6_NIF,0,5,2,YES,YES,1,4,TRANSCEIVER,0,OSFP,0,0,0,N,N
1,1,NPU,25,TH6_NIF,1,4,0,YES,NO,1,4,TRANSCEIVER,0,OSFP,1,1,1,N,N
1,1,NPU,25,TH6_NIF,2,7,3,YES,YES,1,4,TRANSCEIVER,0,OSFP,2,2,2,N,N
1,1,NPU,25,TH6_NIF,3,6,1,NO,NO,1,4,TRANSCEIVER,0,OSFP,3,3,3,N,N
1,1,NPU,25,TH6_NIF,4,1,5,YES,NO,1,4,TRANSCEIVER,0,OSFP,4,4,4,N,N
1,1,NPU,25,TH6_NIF,5,3,7,NO,YES,1,4,TRANSCEIVER,0,OSFP,5,5,5,N,N
1,1,NPU,25,TH6_NIF,6,2,4,NO,NO,1,4,TRANSCEIVER,0,OSFP,6,6,6,N,N
1,1,NPU,25,TH6_NIF,7,0,6,YES,NO,1,4,TRANSCEIVER,0,OSFP,7,7,7,N,N
1,1,NPU,26,TH6_NIF,0,2,5,YES,YES,1,12,TRANSCEIVER,0,OSFP,0,0,0,N,N
1,1,NPU,26,TH6_NIF,1,3,7,YES,NO,1,12,TRANSCEIVER,0,OSFP,1,1,1,N,N
1,1,NPU,26,TH6_NIF,2,0,4,YES,YES,1,12,TRANSCEIVER,0,OSFP,2,2,2,N,N
1,1,NPU,26,TH6_NIF,3,1,6,NO,NO,1,12,TRANSCEIVER,0,OSFP,3,3,3,N,N
1,1,NPU,26,TH6_NIF,4,6,2,YES,NO,1,12,TRANSCEIVER,0,OSFP,4,4,4,N,N
1,1,NPU,26,TH6_NIF,5,4,0,NO,YES,1,12,TRANSCEIVER,0,OSFP,5,5,5,N,N
1,1,NPU,26,TH6_NIF,6,5,3,NO,NO,1,12,TRANSCEIVER,0,OSFP,6,6,6,N,N
1,1,NPU,26,TH6_NIF,7,7,1,YES,NO,1,12,TRANSCEIVER,0,OSFP,7,7,7,N,N
1,1,NPU,27,TH6_NIF,0,3,5,YES,YES,1,16,TRANSCEIVER,0,OSFP,0,0,0,N,N
1,1,NPU,27,TH6_NIF,1,2,7,YES,NO,1,16,TRANSCEIVER,0,OSFP,1,1,1,N,N
1,1,NPU,27,TH6_NIF,2,0,4,YES,YES,1,16,TRANSCEIVER,0,OSFP,2,2,2,N,N
1,1,NPU,27,TH6_NIF,3,1,6,NO,NO,1,16,TRANSCEIVER,0,OSFP,3,3,3,N,N
